order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
3ea1b4858d6688d2e95448944536e6ea,ce3e30e0a69d1fac23013ad343cb5727,delivered,2018-01-10 20:57:32,2018-01-11 20:52:23,2018-01-15 17:57:01,2018-01-28 12:06:54,2018-02-05 00:00:00
f036b00e17fcaef60868e806043a66d3,1c960186a40f56265429edb6f3f60407,delivered,2018-02-26 12:39:17,2018-02-26 12:50:29,2018-02-27 18:42:53,2018-03-15 01:18:24,2018-03-28 00:00:00
b52ce41a14821d9fa67f8a77cebb3efc,20d8643f227f32bd4ea7070fb153db32,delivered,2018-02-10 18:24:53,2018-02-11 13:50:26,2018-02-14 15:48:59,2018-03-10 02:08:40,2018-03-09 00:00:00
a911df1b9a76faaf67ece263358e285d,6722b211493615e10b66f7aba128121d,delivered,2018-01-11 19:54:18,2018-01-11 20:07:32,2018-01-12 23:22:58,2018-01-16 17:53:25,2018-02-05 00:00:00
e25c98a973e86ba5c95c06722eb8fadc,83c103071581c1e2b9b88c10c7c81ec9,delivered,2018-01-03 19:25:01,2018-01-03 19:34:23,2018-01-04 17:22:21,2018-01-11 22:36:12,2018-02-06 00:00:00
80f94a476554543da8d73964e2486102,901421ae0b470ecdd15c3bd4c880e8e9,delivered,2018-02-06 00:17:56,2018-02-06 00:30:41,2018-02-07 23:19:01,2018-02-26 16:10:25,2018-03-12 00:00:00
5a4fb5816ef33f8e7514eb2719b794ea,d0351c04e02774821a6b7119ad0ae8df,delivered,2018-01-15 20:07:42,2018-01-15 20:18:29,2018-01-17 20:43:32,2018-01-26 23:48:59,2018-02-19 00:00:00
091e624f9b7253204dee183a89950a4a,57f667c4bf3f497494e09c259668960e,delivered,2018-01-03 17:34:05,2018-01-03 17:46:54,2018-01-04 20:49:04,2018-01-09 20:17:40,2018-01-26 00:00:00
620b1ca38d9baa23b6691ef54153af7a,68d2bb06560ddb0fd0f1cb5c13a75b38,delivered,2018-01-04 11:04:51,2018-01-04 11:13:21,2018-01-08 23:27:25,2018-01-17 20:47:46,2018-01-30 00:00:00
d74d166d79f774ff367bfa387478155d,caef58b80b4d10cb35a11de8747584cb,delivered,2018-01-16 12:38:53,2018-01-16 12:52:47,2018-01-16 21:59:08,2018-01-19 20:11:51,2018-02-07 00:00:00
2ff5a9a440a7153c1eb3651f16f631c4,6faedef7d910ae07797891cf9e262af5,delivered,2018-02-17 12:10:19,2018-02-17 12:26:49,2018-02-23 17:36:55,2018-03-02 17:33:42,2018-03-12 00:00:00
681b8fe190dea1a0fcb73637796862c5,ea8b39e51d9127623cdc47baf2ce8762,delivered,2018-02-02 20:29:04,2018-02-02 20:50:56,2018-02-07 20:18:57,2018-03-05 20:54:36,2018-03-02 00:00:00
3464de846f6595e07bdee9f5a234743c,ca8cf5843bcd138bd1e81ec9f17531cf,delivered,2018-01-11 13:14:36,2018-01-11 13:28:53,2018-01-17 18:46:13,2018-01-31 22:18:36,2018-02-05 00:00:00
54f53e031329f69ca101726cac52f86b,489b09be68ed44791c5b0eba7dc7eab3,delivered,2018-01-26 22:03:52,2018-01-26 22:12:18,2018-01-29 20:21:43,2018-02-06 22:16:52,2018-03-01 00:00:00
5edc8e0c1ae7714730b6be87e97da686,0f3c4578cc4133c0e29cf96d0709d28d,delivered,2018-01-30 17:35:29,2018-01-30 17:58:01,2018-02-02 00:38:39,2018-02-19 15:39:20,2018-03-02 00:00:00
3da325c94229aafd1a3a8e17e8487fd0,43add858d3ace93c297c7b5843b8ec70,delivered,2018-02-20 09:18:56,2018-02-20 09:30:33,2018-03-02 00:42:31,2018-03-06 18:46:50,2018-03-06 00:00:00
3aafcd1ad1ad58bf5b66b06ed8935de9,a3ae3675493e050fd2e74539e9dbaf80,delivered,2018-01-17 17:50:10,2018-01-17 18:11:13,2018-01-19 12:42:02,2018-01-23 21:49:16,2018-02-07 00:00:00
27ccb6f42b7ff7e079004d6192ab12bb,4399c824aab097f4974ab7fabf8064b2,delivered,2018-02-07 23:03:51,2018-02-08 01:30:03,2018-02-09 21:42:02,2018-02-14 20:27:50,2018-02-23 00:00:00
d6a6d6c3e46448b6189d13089ab4cee8,892fcebefb372d07f764baa338babe36,delivered,2018-01-26 16:23:42,2018-01-27 02:40:40,2018-02-05 17:08:48,2018-02-10 16:42:32,2018-02-23 00:00:00
5c938587fa6333223164d94333986fa5,41999e8297f687f4f7d04352ac195afb,delivered,2018-02-06 11:22:03,2018-02-06 11:35:48,2018-02-09 19:53:27,2018-02-16 19:16:44,2018-03-05 00:00:00
bcda9fd71fecee3ddcc079cb2f3f462e,0ae620f576d26975295e08ee55a6368d,delivered,2018-01-05 15:30:29,2018-01-09 07:24:19,2018-01-11 18:23:18,2018-01-12 13:38:20,2018-01-23 00:00:00
5297d2383ed2427349be6b01e151ddf7,af9b97ed135fd52d2ada64faf8a659a5,delivered,2018-02-07 09:24:28,2018-02-07 09:35:34,2018-02-07 20:09:16,2018-02-22 19:06:17,2018-03-08 00:00:00
b08b60cece524686b12c2201f977ba42,4f81711673621b442e519f4635670126,delivered,2018-01-14 13:00:17,2018-01-15 12:50:52,2018-01-16 19:37:25,2018-01-26 23:42:35,2018-02-08 00:00:00
b3f352a3b3887a501a98642fa5840e66,a6c4086c5ec600d696fbc7acc81aaabf,delivered,2018-01-14 22:46:04,2018-01-14 22:56:20,2018-02-07 18:38:50,2018-02-16 21:46:42,2018-02-08 00:00:00
2bd67cb1676d5693690cc0bf9b149fa7,55da8ccddd5fcac5a10a7887375c5646,delivered,2018-01-22 21:07:44,2018-01-22 21:19:29,2018-01-25 15:52:55,2018-01-31 20:58:37,2018-02-14 00:00:00
b516594d49d0cab100b01fd7bc0b981f,88977a0c1c4b9ee4ca5d6f12df4107ac,delivered,2018-01-08 21:44:26,2018-01-10 10:32:47,2018-01-11 23:23:38,2018-01-19 00:54:00,2018-02-06 00:00:00
6a9ed89907267cac71cbbf67931313a2,827a5d5a014607756a15b47b7d21da37,delivered,2018-01-02 14:13:47,2018-01-03 14:07:25,2018-01-13 00:43:05,2018-01-16 18:33:41,2018-01-18 00:00:00
013bc77d3ca5fba084a241fdcb307393,96ce05a47b37faa11bd59938ee555a7d,delivered,2018-01-17 00:23:17,2018-01-17 00:37:23,2018-01-18 13:53:02,2018-03-12 17:06:53,2018-02-19 00:00:00
01144cadcf64b6427f0a6580a3033220,74219e78dcaeeb30e8d09ed57801f0fe,delivered,2018-02-03 00:01:19,2018-02-03 00:15:47,2018-02-05 19:36:00,2018-02-14 15:10:03,2018-03-12 00:00:00
0b7faa591b1acf3fa59f5297017b3058,d32b49ac4cbe7f35394e35e9fba57a4f,delivered,2018-02-22 13:27:37,2018-02-24 02:50:44,2018-02-27 23:06:55,2018-03-12 19:28:48,2018-03-16 00:00:00
40516474d4dead1446fa9e9ae60d233a,59e7eac5aa0ac369fae8fd25b9248058,delivered,2018-02-08 08:39:50,2018-02-09 10:11:51,2018-02-14 19:22:46,2018-02-27 23:02:01,2018-02-26 00:00:00
4cd90538d177466bf45e1a552242c216,d0aaa4008275a2e9127dc79e6142367e,shipped,2018-01-12 21:14:20,2018-01-12 21:28:53,2018-01-15 18:09:47,,2018-02-14 00:00:00
3f3af836b5f857d4276ee94f3ca90694,f19e46a9c8122da7106415dcf7cac505,delivered,2018-01-22 09:34:51,2018-01-23 03:52:49,2018-01-26 16:49:14,2018-02-17 17:23:09,2018-02-06 00:00:00
b400d39e36f84ebc05228967ada117ef,7e167ba395e3e75b2b899c96bbcacc21,delivered,2018-02-15 12:53:00,2018-02-17 03:35:37,2018-02-27 23:32:17,2018-03-06 01:18:58,2018-03-12 00:00:00
cdc5c73d13831406606c28ea88d86ae9,457c8245390b1ced9adff0627ef06543,delivered,2018-01-06 13:03:06,2018-01-07 14:17:22,2018-01-08 18:56:30,2018-01-13 01:13:01,2018-01-31 00:00:00
f793221c7202ab7ce7e593ca2e03f073,a45c2998d3e73572829497e5accc1fc5,delivered,2018-01-26 13:53:45,2018-01-26 14:22:01,2018-01-30 14:18:31,2018-02-05 14:28:48,2018-02-22 00:00:00
f98ae4bbfd1a32ea2104c8cf1f64dabf,427ebd67be61503c00a75d8915080a71,delivered,2018-02-25 18:53:53,2018-02-25 19:07:29,2018-02-27 22:51:38,2018-03-27 22:06:48,2018-03-27 00:00:00
9201f7a169a49789138b5f56b5190362,f07241bfd895f4dfc8728bf7753dd0eb,delivered,2018-01-20 18:36:15,2018-01-20 19:09:32,2018-01-22 22:16:23,2018-01-23 19:32:54,2018-02-19 00:00:00
c93a9cce3de4b250308ad3abfbff0e01,dbf9370e912aa2b06bdce8da5671a532,delivered,2018-01-15 10:06:32,2018-01-15 10:30:28,2018-01-16 21:10:16,2018-01-21 11:22:52,2018-02-06 00:00:00
0bd15125e46474dc9318288ae0ea528e,98d0e7b8cee070b62b91321aeded0f89,delivered,2018-01-30 18:06:42,2018-01-30 18:41:02,2018-02-03 15:03:15,2018-03-01 22:07:42,2018-02-26 00:00:00
48679e7a18e6aa746943453400b7e74c,eb58af3f31ba5d587163397ba551e188,delivered,2018-02-26 14:22:19,2018-02-26 14:35:44,2018-02-28 02:12:04,2018-03-08 15:48:44,2018-03-22 00:00:00
509098735f5ef060b30337a4261fe363,4899bff53cc2d4206fb88c42ba7d27b0,delivered,2018-01-09 18:53:36,2018-01-09 19:09:31,2018-01-11 00:38:53,2018-01-16 20:28:51,2018-02-02 00:00:00
b6af24208d3b5b07c4f1bbbfb57dd8c2,fef067e487e9911c42d7073ced30b5de,delivered,2018-01-30 13:17:34,2018-01-30 13:35:49,2018-01-31 20:34:28,2018-02-23 19:04:29,2018-03-02 00:00:00
49e7180375786af0f0ba3d10aa233bd7,27979ba7ae1cbfc1a30aa9292b7cb1ec,delivered,2018-01-30 19:08:33,2018-01-30 19:28:53,2018-02-06 23:11:58,2018-02-15 17:52:01,2018-03-05 00:00:00
